,Hora_Ini_E,Per_hog,Turismos,Sexo,Edad,crnt_tur,O_long,O_lat,D_long,D_lat,drive_tt,distance,original_distance,Coworking,Rem_work,walk_tt,transit_tt,Tipo_familia,Mun_Ori,Mun_Des,prediction,Mode,CO2,CO2_worst_case
105,106,2,2,2,5,1,-2.007438081824633,43.26329633292509,-2.033693,43.256347,6.729883333333333,14578.945000000002,2915.789,0,0,60.30928333333333,34.214,4,83,69,2,Car,2.7942977916666663,2.7942977916666663
106,106,2,2,1,5,1,-2.018916596203464,43.257205944418736,-2.033693,43.256347,2.8766833333333333,6646.72,1329.344,0,0,31.441366666666667,17.593,4,83,69,0,Walk,0.0,1.2739546666666666
107,100,2,3,2,4,1,-2.020935093585625,43.27139693186516,-2.033693,43.256347,4.992850000000001,12728.48,2545.696,0,0,44.73778333333333,24.492,4,83,69,2,Car,2.439625333333333,2.439625333333333
108,100,2,3,2,4,1,-2.020921610184889,43.26553142356534,-2.033693,43.256347,4.8721000000000005,11653.330000000002,2330.666,0,0,43.457750000000004,22.811,4,83,69,2,Car,2.2335549166666664,2.2335549166666664
109,106,2,2,2,5,1,-2.017401990209132,43.26955812713315,-2.033693,43.256347,3.5144333333333337,13131.255000000001,2626.251,0,0,46.15465,24.905,4,83,69,1,PT,0.5911555160431036,2.5168238749999996
110,97,2,3,2,5,1,-2.0206089878970404,43.24716481984562,-2.033693,43.256347,2.1221166666666664,7365.75,1473.15,0,0,38.48291666666667,21.689,4,83,69,0,Walk,0.0,1.4117687499999998
111,97,2,3,2,5,1,-2.0164816808726083,43.26215724416495,-2.033693,43.256347,4.163749999999999,9220.95,1844.19,0,0,44.77963333333333,22.677,4,83,69,2,Car,1.7673487499999996,1.7673487499999996
112,106,2,2,2,5,1,-2.014988457546913,43.27001900928262,-2.033693,43.256347,3.2895333333333334,13222.619999999999,2644.524,0,0,51.33421666666666,26.203,4,83,69,1,PT,0.5952686738275862,2.534335499999999
113,97,2,3,2,4,1,-1.7936825784754915,43.3676453632448,-2.033693,43.256347,27.556050000000003,67068.89,27240.717,1,0,449.2858,103.185,6,36,69,2,Car,12.854870583333332,26.105687124999996
114,97,2,3,2,4,1,-1.812271379016847,43.37724492813564,-2.033693,43.256347,31.088783333333332,68157.525,27457.828,1,0,431.58405000000005,122.85,6,36,69,2,Car,13.063525624999997,26.313751833333328
115,97,2,3,2,4,1,-1.7882396748128109,43.362739120789406,-2.033693,43.256347,26.002266666666667,64351.655,26697.27,1,0,451.10895,98.253,6,36,69,2,Car,12.33406720833333,25.584883749999996
116,97,2,3,2,4,1,-1.8487347459988248,43.33231923390767,-2.033693,43.256347,20.368566666666666,30029.985,19832.936,1,0,335.11899999999997,75.855,6,36,69,2,Car,5.755747124999999,19.006563666666665
117,103,1,2,2,4,1,-2.0007887515522,43.224504514651365,-2.033693,43.256347,7.342216666666667,30407.045,6081.409,0,0,115.84988333333334,34.572,1,9,69,2,Car,5.828016958333332,5.828016958333332
118,103,1,2,2,4,1,-2.023489190965766,43.22313850112175,-2.033693,43.256347,5.156983333333333,22068.800000000003,4413.76,0,0,124.51563333333334,22.034,1,9,69,1,PT,0.9935145462068966,4.229853333333333
119,101,2,3,2,4,1,-2.2630088734902536,43.29312858886645,-2.033693,43.256347,25.01435,135150.66999999998,27030.134,0,0,389.20395,58.551,6,81,69,2,Car,25.90387841666666,25.90387841666666
120,101,2,3,2,4,1,-2.2578370533465306,43.29672060124346,-2.033693,43.256347,24.55565,134165.62,26833.124,0,0,383.2510833333333,54.913,6,81,69,2,Car,25.715077166666664,25.715077166666664
121,101,2,3,2,4,1,-2.229407211208379,43.27400966429232,-2.033693,43.256347,26.42275,114506.775,22901.355,0,0,342.72703333333334,52.183,6,81,69,2,Car,21.947131874999997,21.947131874999997
122,101,2,3,2,4,1,-2.255736546050249,43.28818651148325,-2.033693,43.256347,24.648716666666665,133882.38,26776.476,0,0,387.34763333333336,57.171,6,81,69,2,Car,25.660789499999996,25.660789499999996
123,101,2,3,2,4,1,-2.258775191855785,43.29572090238987,-2.033693,43.256347,24.12585,133445.09,26689.018,0,0,384.1431333333333,54.234,6,81,69,2,Car,25.57697558333333,25.57697558333333
124,101,2,3,2,4,1,-2.25803003945974,43.29783787043161,-2.033693,43.256347,25.215516666666666,135491.195,27098.239,0,0,385.9703333333334,57.945,6,81,69,2,Car,25.96914570833333,25.96914570833333
125,103,2,2,2,5,2,-1.8946438543327904,43.31632728325308,-2.033693,43.256347,16.30765,9790.845000000001,15843.422,1,0,268.66185,58.945,4,53,69,2,Car,1.8765786249999996,15.183279416666664
126,103,2,2,2,5,2,-1.893823840219508,43.3205857453469,-2.033693,43.256347,15.790516666666667,10193.42,15865.623,1,0,268.47296666666665,61.238,4,53,69,2,Car,1.953738833333333,15.204555374999996
